"Notes","Residence County","Residence County Code","Year","Year Code",Deaths,Population,Crude Rate
,"Shannon County, MO","29203","2020","2020",0,8203,Unreliable
,"Shannon County, MO","29203","2021","2021",Suppressed,7106,Suppressed
,"Shannon County, MO","29203","2022","2022",0,7193,Unreliable
,"Shannon County, MO","29203","2023","2023",Suppressed,7238,Suppressed
,"Shannon County, MO","29203","2024 (provisional)","2024",0,7238,Unreliable
,"Shannon County, MO","29203","2025 (provisional and partial)","2025",0,7238,Unreliable
,"Shelby County, MO","29205","2018","2018",Suppressed,6050,Suppressed
,"Shelby County, MO","29205","2019","2019",0,5930,Unreliable
,"Shelby County, MO","29205","2020","2020",0,5919,Unreliable
,"Shelby County, MO","29205","2021","2021",Suppressed,5976,Suppressed
,"Shelby County, MO","29205","2022","2022",Suppressed,5982,Suppressed
,"Shelby County, MO","29205","2023","2023",0,5931,Unreliable
,"Shelby County, MO","29205","2024 (provisional)","2024",0,5931,Unreliable
,"Shelby County, MO","29205","2025 (provisional and partial)","2025",0,5931,Unreliable
,"Stoddard County, MO","29207","2018","2018",Suppressed,29206,Suppressed
,"Stoddard County, MO","29207","2019","2019",0,29025,Unreliable
,"Stoddard County, MO","29207","2020","2020",Suppressed,29001,Suppressed
,"Stoddard County, MO","29207","2021","2021",Suppressed,28479,Suppressed
,"Stoddard County, MO","29207","2022","2022",Suppressed,28377,Suppressed
,"Stoddard County, MO","29207","2023","2023",Suppressed,28397,Suppressed
,"Stoddard County, MO","29207","2024 (provisional)","2024",Suppressed,28397,Suppressed
,"Stoddard County, MO","29207","2025 (provisional and partial)","2025",0,28397,Unreliable
,"Stone County, MO","29209","2018","2018",Suppressed,31749,Suppressed
,"Stone County, MO","29209","2019","2019",Suppressed,31952,Suppressed
,"Stone County, MO","29209","2020","2020",Suppressed,32465,Suppressed
,"Stone County, MO","29209","2021","2021",Suppressed,31548,Suppressed
,"Stone County, MO","29209","2022","2022",Suppressed,32136,Suppressed
,"Stone County, MO","29209","2023","2023",Suppressed,32658,Suppressed
,"Stone County, MO","29209","2024 (provisional)","2024",Suppressed,32658,Suppressed
,"Stone County, MO","29209","2025 (provisional and partial)","2025",Suppressed,32658,Suppressed
,"Sullivan County, MO","29211","2018","2018",Suppressed,6221,Suppressed
,"Sullivan County, MO","29211","2019","2019",0,6089,Unreliable
,"Sullivan County, MO","29211","2020","2020",Suppressed,6033,Suppressed
,"Sullivan County, MO","29211","2021","2021",Suppressed,5934,Suppressed
,"Sullivan County, MO","29211","2022","2022",0,5840,Unreliable
,"Sullivan County, MO","29211","2023","2023",Suppressed,5797,Suppressed
,"Sullivan County, MO","29211","2024 (provisional)","2024",0,5797,Unreliable
,"Sullivan County, MO","29211","2025 (provisional and partial)","2025",0,5797,Unreliable
,"Taney County, MO","29213","2018","2018",Suppressed,55852,Suppressed
,"Taney County, MO","29213","2019","2019",Suppressed,55928,Suppressed
,"Taney County, MO","29213","2020","2020",Suppressed,56104,Suppressed
,"Taney County, MO","29213","2021","2021",15,56387,Unreliable
,"Taney County, MO","29213","2022","2022",Suppressed,56821,Suppressed
,"Taney County, MO","29213","2023","2023",14,56775,Unreliable
,"Taney County, MO","29213","2024 (provisional)","2024",Suppressed,56775,Suppressed
,"Taney County, MO","29213","2025 (provisional and partial)","2025",0,56775,Unreliable
,"Texas County, MO","29215","2018","2018",Suppressed,25571,Suppressed
,"Texas County, MO","29215","2019","2019",Suppressed,25398,Suppressed
,"Texas County, MO","29215","2020","2020",Suppressed,25112,Suppressed
,"Texas County, MO","29215","2021","2021",10,24987,Unreliable
,"Texas County, MO","29215","2022","2022",10,25336,Unreliable
,"Texas County, MO","29215","2023","2023",Suppressed,25619,Suppressed
,"Texas County, MO","29215","2024 (provisional)","2024",Suppressed,25619,Suppressed
,"Texas County, MO","29215","2025 (provisional and partial)","2025",0,25619,Unreliable
,"Vernon County, MO","29217","2018","2018",0,20528,Unreliable
,"Vernon County, MO","29217","2019","2019",Suppressed,20563,Suppressed
,"Vernon County, MO","29217","2020","2020",0,20388,Unreliable
,"Vernon County, MO","29217","2021","2021",0,19595,Unreliable
,"Vernon County, MO","29217","2022","2022",Suppressed,19651,Suppressed
,"Vernon County, MO","29217","2023","2023",0,19710,Unreliable
,"Vernon County, MO","29217","2024 (provisional)","2024",0,19710,Unreliable
,"Vernon County, MO","29217","2025 (provisional and partial)","2025",0,19710,Unreliable
,"Warren County, MO","29219","2018","2018",11,34711,Unreliable
,"Warren County, MO","29219","2019","2019",Suppressed,35649,Suppressed
,"Warren County, MO","29219","2020","2020",12,36594,Unreliable
,"Warren County, MO","29219","2021","2021",16,36518,Unreliable
,"Warren County, MO","29219","2022","2022",12,37260,Unreliable
,"Warren County, MO","29219","2023","2023",12,37806,Unreliable
,"Warren County, MO","29219","2024 (provisional)","2024",Suppressed,37806,Suppressed
,"Warren County, MO","29219","2025 (provisional and partial)","2025",Suppressed,37806,Suppressed
,"Washington County, MO","29221","2018","2018",Suppressed,24943,Suppressed
,"Washington County, MO","29221","2019","2019",Suppressed,24730,Suppressed
,"Washington County, MO","29221","2020","2020",Suppressed,24604,Suppressed
,"Washington County, MO","29221","2021","2021",13,23502,Unreliable
,"Washington County, MO","29221","2022","2022",Suppressed,23441,Suppressed
,"Washington County, MO","29221","2023","2023",Suppressed,23534,Suppressed
,"Washington County, MO","29221","2024 (provisional)","2024",Suppressed,23534,Suppressed
,"Washington County, MO","29221","2025 (provisional and partial)","2025",Suppressed,23534,Suppressed
,"Wayne County, MO","29223","2018","2018",Suppressed,13122,Suppressed
,"Wayne County, MO","29223","2019","2019",0,12873,Unreliable
,"Wayne County, MO","29223","2020","2020",Suppressed,12769,Suppressed
,"Wayne County, MO","29223","2021","2021",Suppressed,10914,Suppressed
,"Wayne County, MO","29223","2022","2022",Suppressed,10792,Suppressed
,"Wayne County, MO","29223","2023","2023",0,10811,Unreliable
,"Wayne County, MO","29223","2024 (provisional)","2024",0,10811,Unreliable
,"Wayne County, MO","29223","2025 (provisional and partial)","2025",0,10811,Unreliable
,"Webster County, MO","29225","2018","2018",Suppressed,39109,Suppressed
,"Webster County, MO","29225","2019","2019",Suppressed,39592,Suppressed
,"Webster County, MO","29225","2020","2020",Suppressed,39859,Suppressed
,"Webster County, MO","29225","2021","2021",Suppressed,39735,Suppressed
,"Webster County, MO","29225","2022","2022",Suppressed,40335,Suppressed
,"Webster County, MO","29225","2023","2023",Suppressed,41472,Suppressed
,"Webster County, MO","29225","2024 (provisional)","2024",Suppressed,41472,Suppressed
,"Webster County, MO","29225","2025 (provisional and partial)","2025",Suppressed,41472,Suppressed
,"Worth County, MO","29227","2018","2018",0,2040,Unreliable
,"Worth County, MO","29227","2019","2019",0,2013,Unreliable
,"Worth County, MO","29227","2020","2020",0,1953,Unreliable
,"Worth County, MO","29227","2021","2021",0,1983,Unreliable
,"Worth County, MO","29227","2022","2022",0,1955,Unreliable
,"Worth County, MO","29227","2023","2023",0,1907,Unreliable
,"Worth County, MO","29227","2024 (provisional)","2024",Suppressed,1907,Suppressed
,"Worth County, MO","29227","2025 (provisional and partial)","2025",0,1907,Unreliable
,"Wright County, MO","29229","2018","2018",0,18378,Unreliable
,"Wright County, MO","29229","2019","2019",0,18289,Unreliable
,"Wright County, MO","29229","2020","2020",Suppressed,18325,Suppressed
,"Wright County, MO","29229","2021","2021",0,18610,Unreliable
,"Wright County, MO","29229","2022","2022",Suppressed,19156,Suppressed
,"Wright County, MO","29229","2023","2023",Suppressed,19403,Suppressed
,"Wright County, MO","29229","2024 (provisional)","2024",0,19403,Unreliable
,"Wright County, MO","29229","2025 (provisional and partial)","2025",0,19403,Unreliable
,"St. Louis city, MO","29510","2018","2018",213,302838,70.3
,"St. Louis city, MO","29510","2019","2019",221,300576,73.5
,"St. Louis city, MO","29510","2020","2020",270,297645,90.7
,"St. Louis city, MO","29510","2021","2021",265,293310,90.3
,"St. Louis city, MO","29510","2022","2022",287,286578,100.1
,"St. Louis city, MO","29510","2023","2023",284,281754,100.8
,"St. Louis city, MO","29510","2024 (provisional)","2024",161,281754,57.1
,"St. Louis city, MO","29510","2025 (provisional and partial)","2025",47,281754,16.7
"---"
"Dataset: Provisional Mortality Statistics, 2018 through Last Week"
"Query Parameters:"
"MCD - ICD-10 Codes: T40.0 (Opium); T40.1 (Heroin); T40.2 (Other opioids); T40.3 (Methadone); T40.4 (Other synthetic narcotics);"
"T40.6 (Other and unspecified narcotics)"
"Residence States: Missouri (29)"
"UCD - ICD-10 Codes: X40 (Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics); X41"
"(Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not"
"elsewhere classified); X42 (Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not"
"elsewhere classified); X43 (Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system); X44"
"(Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances); X60 (Intentional"
"self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics); X61 (Intentional self-poisoning by and"
"exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified); X62"
"(Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified); X63"
"(Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system); X64 (Intentional"
"self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances); X85 (Assault by drugs,"
"medicaments and biological substances); Y10 (Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics,"
"undetermined intent); Y11 (Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic"
"drugs, not elsewhere classified, undetermined intent); Y12 (Poisoning by and exposure to narcotics and psychodysleptics"
"[hallucinogens], not elsewhere classified, undetermined intent); Y13 (Poisoning by and exposure to other drugs acting on the"
"autonomic nervous system, undetermined intent); Y14 (Poisoning by and exposure to other and unspecified drugs, medicaments and"
"biological substances, undetermined intent)"
"Group By: Residence County; Year"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd-provisional.html for more information."
"---"
"Query Date: Sep 24, 2025 8:13:36 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Provisional Mortality on CDC WONDER Online Database. Data are from the final Multiple Cause of Death Files, 2018-2023,"
"and from provisional data for years 2024 and later, as compiled from data provided by the 57 vital statistics jurisdictions"
"through the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/mcd-icd10-provisional.html on Sep 24, 2025"
"8:13:36 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. Deaths and population estimates are reported separately for St. Louis City (FIPS code 29510) and county (FIPS code 29189)."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Assurance of Confidentiality."
"3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Unreliable."
"4. The population figures for years 2023 and later are single-race estimates of the July 1 resident population, from the Vintage"
"2023 postcensal series released by the Census Bureau on June 27, 2024. The population figures for years 2022 and later are"
"single-race estimates of the July 1 resident population, from the Vintage 2022 postcensal series released by the Census Bureau"
"on June 22, 2023. The 2022 and 2023 series is based on the Modified Blended Base produced by the US Census Bureau in lieu of the"
"April 1, 2020 decennial population count. The Modified Blended Base consists of the blend of Vintage 2020 postcensal population"
"estimates for April 1, 2020, 2020 Demographic Analysis Estimates, and 2020 Census data from the internal Census Edited File"
"(CEF). The population figures for years 2021 are single-race estimates of the July 1 resident population, based on the Blended"
"Base produced by the US Census Bureau in lieu of the April 1, 2020 decennial population count, from the Vintage 2021 postcensal"
"series released by the Census Bureau on June 30, 2022. The population figures for year 2020 are single-race estimates of the"
"July 1 resident population, from the Vintage 2020 postcensal series based on April 2010 Census, released by the Census Bureau on"
"July 27, 2021. The population figures for year 2019 are single-race estimates of the July 1 resident population, from the"
"Vintage 2019 postcensal series based on April 2010 Census, released by the Census Bureau on June 25, 2020. The population"
"figures for year 2018 are single-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series based"
"on April 2010 Census, released by the Census Bureau on June 20, 2019. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Population Data."
"5. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Age"
"Group."
"6. After the creation of the final 2023 dataset, North Carolina updated the cause of death information for over 900 death"
"certificates to include a cause of death code indicating drug overdose (ICD-10 underlying cause-of-death codes: X40-X44,"
"X60-X64, X85, and Y10-Y14). Jurisdictions can continue to update death certificates after the closing of the mortality file. As"
"a result, users should consider that the actual death count for drug overdose deaths for North Carolina in 2023 is over 4,400"
"deaths, with a crude rate of approximately 41.0 per 100,000 population, and an age-adjusted rate of approximately 42.1 per"
"100,000 population. These deaths will not be updated on the final mortality datasets."
"7. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#ICD-10 Changes."
"8. Deaths occurring through September 13, 2025 as of September 21, 2025."
